1.03,0.08
1.01,0.09
1.01,0.09
0.99,0.07
0.98,0.16
1.04,0.08
1.02,0.11
1.04,0.14
1.02,0.07
0.98,0
1.02,0.14
1.02,0.1
1.05,0.1
1.02,0.4
1.29,0.61
0.94,-0.17
1.12,-0.25
1.09,-0.32
1.08,-0.22
0.9,-0.28
0.96,-0.19
1.02,-0.16
1.01,-0.18
0.94,-0.19
0.93,-0.28
0.88,-0.21
0.89,-0.11
0.83,-0.32
0.81,-0.32
0.81,-0.36
0.85,-0.29
0.8,-0.21
0.87,-0.44
0.87,-0.34
0.81,-0.38
0.84,-0.44
0.89,-0.34
0.85,-0.37
0.85,-0.31
0.9,-0.24
0.84,-0.36
0.88,-0.24
0.9,-0.21
0.95,-0.21
0.8,-0.19
0.88,-0.09
0.89,-0.01
0.85,0.06
0.87,0.08
0.88,0.06
0.89,0.03
0.91,0.03
0.95,0.11
0.9,-0.04
0.89,0.12
1.06,0.1
0.87,-0.16
0.96,0.03
1.15,0.14
1.03,-0.07
0.97,-0.21
0.88,-0.15
0.94,-0.18
1.19,0.55
1.15,0.62
1.07,0.57
1.16,0.46
1.09,0.37
1.15,0.36
1.17,0.29
1.07,0.41
1.19,0.44
1.14,0.39
1.18,0.38
1.09,0.41
1.15,0.43
1.14,0.41
1.06,0.38
1.09,0.33
1.08,0.29
1.13,0.33
1.14,0.26
1.14,0.37
1.13,0.44
1.14,0.39
1.16,0.43
1.11,0.35
1.13,0.41
1.14,0.39
1.22,0.4
1.18,0.37
1.18,0.32
1.13,0.31
1.12,0.49
1.14,0.27
1.1,0.23
1.14,0.3
1.13,0.27
1.13,0.27
0.81,-0.4
1.1,0.11
1.11,0.31
1.07,0.16
1.1,0.17
1.05,0.23
1.08,0.32
1.02,0.19
1.02,0.23
0.99,0.19
1.07,0.23
1.1,0.16
1.05,0.26
1.11,0.31
1,0.03
1.04,0.03
0.93,0
1.01,0.11
0.97,-0.05
1.01,0.03
1.02,0
1,-0.08
1,0.01
1.01,0.01
0.98,0.01
0.91,0.05
0.97,-0.01
1,0.03
1.01,-0.12
0.96,-0.1
0.99,0.01
1,-0.06
0.94,-0.1
0.97,-0.08
0.98,-0.01
0.97,0.05
1,0.14
1.01,0.06
1,0.11
1.04,0.1
0.97,0.14
1,0.06
1.01,0.16
0.99,0.11
1.01,0.1
1,0.13
1.02,0.08
1,0.04
0.99,0.07
1.02,0.03
0.98,0.1
1.01,0.04
0.95,0.11
1.01,0.05
0.91,0.1
0.98,0.09
0.97,0.06
0.96,0.05
1.02,0.06
0.96,0.03
1,0.11
1.01,0.1
1,0.08
1.05,0.03
0.96,0.1
0.96,0.19
1.03,0.23
1,0.15
0.95,0.25
1,0.23
1.03,0.14
1.03,0.11
1.06,0.18
1.06,0.12
1.07,0.16
1.04,0.15
1.01,0.17
1.02,0.18
1,0.23
1.1,0.2
1,0.25
1,0.22
1.04,0.23
0.98,0.23
1.01,0.28
1,0.2
1.03,0.27
1.05,0.28
1.03,0.28
0.96,0.34
0.99,0.27
0.99,0.28
1.05,0.22
1.03,0.26
1.05,0.22
1.05,0.21
1,0.25
0.97,0.29
0.99,0.33
1.02,0.16
1.07,0.2
1.06,0.24
1.09,0.21
1.07,0.23
1.02,0.2
1,0.18
0.94,0.08
1.01,0.05
0.91,0.11
1.04,0.14
1.19,0.3
1.17,0.39
1.14,0.31
1.07,0.2
0.96,0.09
0.83,-0.23
1.03,0.17
0.98,0.09
0.78,0.04
0.98,0.08
0.89,0.19
0.83,0.3
0.85,0.33
1.14,0.76
1.04,0.87
1.17,0.91
0.74,0.24
0.66,0.09
0.64,0.13
0.71,0.32
0.81,0.38
0.84,0.73
0.79,0.33
0.86,0.47
0.76,0.3
0.97,0.56
1.01,0.65
0.99,0.55
1.01,0.7
0.97,0.62
0.98,0.65
0.97,0.68
0.96,0.6
0.98,0.6
0.97,0.61
0.92,0.65
1.01,0.56
0.96,0.62
0.94,0.58
0.93,0.61
1,0.55
0.92,0.55
0.98,0.58
0.9,0.66
0.97,0.78
0.96,0.68
0.87,0.52
0.86,0.47
0.87,0.44
0.97,0.6
0.99,0.58
0.92,0.64
0.78,0.34
0.8,0.38
0.87,0.29
0.79,0.31
0.81,0.29
0.83,0.36
0.81,0.42
0.81,0.42
0.89,0.38
0.88,0.4
0.85,0.42
0.83,0.41
0.8,0.36
0.83,0.34
0.81,0.31
0.82,0.38
0.82,0.28
0.82,0.37
0.82,0.39
0.86,0.38
0.85,0.35
0.84,0.43
0.8,0.41
0.76,0.44
0.71,0.47
0.76,0.43
0.83,0.42
0.84,0.48
0.89,0.55
0.83,0.58
0.88,0.54
0.89,0.4
0.84,0.4
0.77,0.33
0.77,0.38
0.77,0.46
0.83,0.35
0.92,0.34
0.83,0.34
0.82,0.29
0.83,0.28
0.77,0.37
0.68,0.3
0.75,0.31
0.76,0.29
0.71,0.37
0.68,0.37
0.64,0.42
0.69,0.43
0.71,0.36
0.69,0.45
0.77,0.37
0.63,0.48
0.78,0.31
0.71,0.42
0.75,0.44
0.76,0.33
0.8,0.35
0.76,0.36
0.79,0.35
0.79,0.3
0.79,0.27
0.76,0.39
0.8,0.31
0.78,0.37
0.75,0.36
0.8,0.35
0.76,0.29
0.79,0.42
0.8,0.39
0.82,0.25
0.93,0.57
0.96,0.45
0.98,0.63
1.04,0.52
0.99,0.62
0.95,0.61
0.96,0.6
0.84,0.42
0.82,0.44
0.89,0.38
0.92,0.63
0.89,0.52
0.93,0.4
0.9,0.62
0.87,0.56
0.9,0.49
0.94,0.51
0.95,0.46
0.83,0.42
0.87,0.42
0.49,-0.15
0.93,0.67
0.81,0.23
0.79,0.31
0.79,0.38
0.77,0.4
0.72,0.46
0.71,0.52
0.78,0.48
0.77,0.43
0.77,0.41
0.84,0.41
0.87,0.4
0.84,0.36
0.85,0.43
0.96,0.46
0.88,0.46
0.9,0.45
0.91,0.56
0.92,0.5
0.77,0.41
0.65,0.23
0.76,0.22
0.76,0.47
0.86,0.61
0.85,0.79
0.75,0.74
0.85,0.73
0.78,0.63
0.75,0.83
0.75,0.89
0.74,0.95
0.76,1.21
0.76,1.1
0.75,1.16
0.53,1.16
0.62,1.36
0.61,1.52
0.75,1.63
0.73,1.63
0.75,1.68
0.77,1.57
0.67,1.6
0.65,1.71
0.52,1.85
0.64,1.75
0.66,2.15
0.66,2.08
0.49,2.14
0.6,1.96
0.59,2.08
0.81,2.5
0.67,2.7
0.4,2.77
0.79,2.61
0.81,2.68
0.52,2.74
0.7,3.4
0.6,3.11
1.01,3.42
1.04,3.68
1.04,3.74
0.93,3.86
1.13,3.68
1.05,3.78
1.01,3.78
1.05,3.74
1.02,3.78
1.09,3.62
1.11,3.68
1.14,3.61
1.24,3.54
1.22,3.6
1.23,3.46
1.29,3.51
1.22,3.64
1.09,3.72
1.1,3.59
1.03,3.78
1.03,3.8
1.13,3.71
1.2,3.91
1.33,3.74
1.44,3.99
1.52,4.03
1.58,4.02
1.61,4.07
1.54,4.12
1.54,4.18
1.54,4.28
1.5,4.19
1.39,4.35
1.45,4.33
1.41,4.33
1.49,4.29
1.5,4.3
1.65,4.15
1.73,4.09
1.81,4.03
1.99,4
2.37,4.1
2.28,4.18
2.25,3.72
2.44,4.11
2.32,4.21
2.49,4.05
2.42,4.14
2.66,3.96
2.48,4.12
2.54,4.09
2.44,4.54
2.51,4.49
2.6,4.31
2.62,4.33
2.75,4.22
2.86,4.22
2.94,4.06
2.93,4.17
3.19,4.03
3.14,4.02
3.24,4.07
3.34,4
3.28,4.08
3.06,4.35
3.11,4.31
3.27,4.07
3.17,4.06
3,4.39
3.49,4.02
3.59,4.02
3.53,4.01
3.79,4.05
3.87,3.95
3.82,4.03
3.67,3.61
3.61,3.91
3.63,3.74
3.62,3.7
3.84,3.88
4.07,4.06
4.26,4.19
4.19,4.09
4.26,4.17
4.16,4.19
4.24,4.13
4.48,4.05
4.74,4.08
4.53,3.96
4.25,3.99
4.27,3.96
4.28,4
4.32,4.01
4.43,3.95
4.39,3.97
4.38,3.99
4.25,4.02
4.17,4.04
4.04,4.25
4.18,4.17
4,4.4
4.05,4.45
4.44,4.05
4.62,3.97
4.58,3.99
4.6,3.98
4.07,4.46
4.32,4.36
4.39,4.42
4.8,3.86
4.72,3.93
4.67,4.11
4.73,4.12
4.71,4.15
4.76,4.1
4.9,4.22
5.05,4.06
5.04,4.09
5.22,4.06
5.24,4.05
5.05,4.07
5.06,4.03
5.09,3.98
5.25,3.94
5.17,4.08
5.04,4.05
5.29,4.02
5.27,4.09
5.44,4.06
5.39,4.05
5.45,3.94
5.46,3.96
5.5,4.03
5.3,3.84
5.47,3.81
5.54,3.87
5.65,3.95
5.65,3.98
5.62,4.06
5.57,4.05
5.6,4.06
5.74,4.01
5.81,4.03
5.82,4.06
5.81,4.1
6.46,4.05
6.47,4.13
6.49,4.11
6.21,4.06
6.1,4.03
6.15,4.03
6.09,4.13
6.03,4.07
6.7,4.12
6.64,4.12
6.88,4.09
6.36,4.06
6.4,4.09
6.37,4.02
6.41,4.05
6.61,4
6.65,4.02
6.66,4
6.74,4.06
6.81,4.02
6.92,4.05
7.33,4.06
7.09,4.07
7.26,4.03
7.34,4.04
7,4.12
7.06,4.05
7.41,4
7.42,4.02
7,4.1
7.13,4.06
7.23,4.06
7.3,4.05
7.28,4.06
7.19,4.02
7.19,4.05
7.17,4.07
7.2,4.1
7.19,4.12
7.26,4.09
7.42,4.09
7.51,4.11
7.08,4.08
7.53,4.1
6.92,4.1
6.98,4.05
6.84,4.07
7.01,4
7.48,4.05
8.03,4.02
7.39,3.98
7.1,3.96
7.42,3.95
7.76,3.97
7.11,4
7.13,4.03
6.97,4.03
6.92,4
6.89,4.05
6.84,4.03
6.77,4.08
6.77,4.05
6.92,4.1
6.8,4.1
6.76,4.12
6.83,4.07
6.7,4.29
6.87,4
6.91,4
6.93,4.07
6.6,4.13
6.84,4.15
6.99,4.09
7.08,4.05
7.17,4.08
7.18,4.09
7.11,4.18
7.1,4.11
7.11,4.12
7.1,4.18
7.09,4.23
7.15,4.17
7.26,4.13
7.1,4.21
7.27,4.18
7.19,4.24
7.33,4.16
7.24,4.24
7.16,4.32
7.1,4.49
6.88,4.56
6.86,4.59
7.1,4.43
6.89,4.63
6.99,4.65
7.01,4.67
6.95,4.68
6.89,4.8
6.85,4.9
7.14,4.58
6.88,4.81
7.13,4.61
7.07,4.66
6.93,4.85
6.83,4.98
6.99,4.88
7.06,4.83
7.11,4.74
7.15,4.84
7.11,4.94
7.03,5.01
7.02,5.06
7.05,5.11
7.15,5.02
7.1,5.1
7.08,5.09
7.07,5.12
7.13,5.12
7.12,5.11
7.2,5.06
7.24,5.05
7.07,5.15
7.06,5.2
6.86,5.56
7.17,5.25
7.27,5.32
7.25,5.47
6.95,5.99
7.15,5.95
7.13,6.05
7.41,5.95
7.42,6.06
7.49,6.08
7.54,5.99
7.53,6.07
7.58,5.99
7.54,6.1
7.67,6.15
7.67,6.09
8.03,6.11
8.01,6.06
7.92,6.08
8.01,6.06
8.01,6.09
8.02,6.06
8.06,6.05
8.04,6.05
7.99,6.09
8.01,6.08
8.04,6.04
7.98,6.08
7.98,6.07
7.95,6.13
7.31,6.83
7.47,6.69
7.26,6.21
7.47,6.52
7.76,6.19
7.87,6.3
7.81,6.53
7.61,6.73
7.55,6.99
7.41,7.4
7.46,7.17
7.64,7.13
7.65,7.04
7.54,6.86
8.29,6.84
8.07,6.87
7.48,6.88
8.08,6.67
7.74,6.9
7.59,7
7.84,6.73
7.62,6.96
7.94,6.54
7.92,6.85
8,6.75
7.82,6.85
7.84,6.93
7.81,6.98
7.72,7
7.77,6.96
7.91,6.91
7.93,7.03
7.89,6.97
7.82,6.97
7.7,6.98
7.82,6.97
7.74,7.05
7.77,6.98
7.83,6.96
7.72,7.04
7.77,6.99
7.76,6.98
7.78,6.96
7.88,6.93
7.88,6.95
7.76,7.02
7.81,6.98
7.68,7.07
7.78,6.97
7.83,6.96
7.92,6.88
7.78,6.99
7.87,6.98
7.81,6.95
7.87,6.91
7.83,6.93
7.83,6.96
7.88,6.91
7.78,6.96
7.93,6.95
7.84,6.95
7.87,6.91
7.85,6.96
7.89,6.94
7.94,6.85
7.81,6.95
7.95,6.85
7.81,6.97
7.78,7.03
8.01,6.85
7.76,6.97
7.82,6.99
7.85,6.96
7.89,6.94
7.84,6.95
7.8,6.95
7.85,6.94
7.76,6.97
7.94,6.88
7.85,6.94
7.8,6.95
7.89,6.94
7.91,6.92
7.91,6.98
7.84,6.98
7.85,6.94
7.8,7
7.84,6.92
7.92,6.85
7.81,6.96
7.85,7.01
7.85,7
7.75,6.97
7.79,6.94
7.88,7
7.93,6.97
7.8,6.96
7.93,6.92
7.87,6.9
7.8,7.02
7.8,7
7.88,6.94
7.82,6.94
7.9,6.8
7.77,6.9
7.71,7.01
7.72,6.94
7.7,6.93
7.84,6.78
7.34,7.21
7.16,7.4
7.63,6.78
6.97,7.48
7.32,6.97
7.26,6.93
7.51,6.61
7.35,6.79
7.06,7.14
7.38,6.77
7.18,7
7.13,7.03
6.88,7.28
6.79,7.22
6.82,7.07
6.89,6.98
7.1,6.88
6.77,6.99
7,6.8
6.97,6.7
7.09,6.64
6.94,6.86
6.59,7.12
6.55,6.93
6.4,7.02
6.34,7.16
6.4,7.09
6.47,7.05
6.6,7.01
6.26,7.09
6.27,7.12
6.42,7.07
6.24,7.07
6.19,7.12
6.26,7.13
6.28,7.21
6.39,7.15
6.21,7.23
6.26,7.12
6.27,7.07
5.58,7.64
5.66,7.53
5.5,7.6
5.56,7.51
6.01,6.92
5.53,7.29
5.75,7.06
5.54,7.25
5.4,7.2
5.45,7.16
5.34,7.21
5.27,7.18
5.4,7.15
4.75,7.37
4.9,7.32
5.34,7.38
5.01,7.34
5.31,7.16
5.05,7.26
4.99,7.38
4.87,7.28
4.92,7.25
4.97,7.22
4.9,7.22
5.05,7.19
5.13,7.25
4.86,7.19
4.5,7.22
4.66,7.09
4.6,7.09
4.58,7.14
4.66,7.06
4.61,7.09
4.25,7.23
4.12,7.16
4.21,7.13
4.23,7.17
3.62,7.72
3.57,7.62
3.72,7.51
3.57,7.5
3.34,7.58
3.5,7.4
3.53,7.38
3.48,7.38
3.47,7.36
3.34,7.33
3.37,7.26
3.44,7.3
3.17,7.24
3.02,7.36
2.73,7.59
2.78,7.54
2.57,7.71
2.48,7.86
2.69,7.46
2.7,7.55
3,7.28
2.75,7.34
2.72,7.27
2.71,7.45
2.53,7.01
2.67,7.17
2.57,7.23
2.55,7.28
2.47,7.26
2.32,7.47
2.43,7.37
2.61,7.24
2.71,7.16
2.83,7.31
2.91,7.19
2.92,7.2
2.92,7.22
2.94,7.2
3,7.04
2.87,7.12
2.57,7.48
2.37,7.75
2.31,7.73
2.87,7.35
2.84,7.35
2.5,7.74
2.54,7.67
2.84,7.36
2.58,7.62
2.66,7.53
2.69,7.51
2.65,7.55
2.91,7.5
2.82,7.62
2.93,7.48
3.08,7.46
3.03,7.57
3.22,7.45
3.14,7.49
3.28,7.47
2.78,7.41
2.93,7.57
2.92,7.6
2.97,7.61
2.9,7.61
2.94,7.62
3.02,7.6
2.92,7.55
2.87,7.61
2.85,7.59
2.73,7.64
2.66,7.66
2.75,7.57
2.77,7.58
2.88,7.46
2.89,7.54
3.01,7.51
2.86,7.62
2.97,7.64
2.77,7.4
3.22,7.49
2.65,7.87
3,7.49
3.04,7.43
2.78,7.77
2.91,7.39
2.63,7.71
3.06,7.33
2.78,7.47
2.91,7.43
3.1,7.47
3.13,7.44
2.63,7.5
2.71,7.47
2.83,7.4
2.58,7.6
2.69,7.55
2.81,7.64
2.94,7.56
2.67,7.66
2.76,7.52
2.65,7.7
2.71,7.6
2.62,7.61
2.67,7.51
2.63,7.51
2.93,7.28
2.6,7.46
2.68,7.28
2.61,7.34
2.72,7.27
2.55,7.25
2.43,7.34
2.26,7.32
2.28,7.25
2.26,7.28
2.11,7.34
2.64,6.53
2.6,6.48
2.53,6.5
2.51,6.37
2.57,6.31
2.56,6.3
2.44,6.34
2.49,6.31
2.72,6.25
2.74,5.96
2.82,6.05
3.13,5.92
2.95,5.61
2.75,5.87
2.59,5.87
2.42,5.78
2.52,5.63
2.28,5.66
2.25,5.64
2.24,5.6
2.36,5.52
2.33,5.44
2.26,5.44
2.4,5.3
2.38,5.27
2.37,5.24
2.15,5.41
2.19,4.75
2.25,4.63
2.31,4.31
2.2,4.38
2.15,4.6
2.12,4.52
2.24,4.66
2.3,4.48
2.21,4.56
2.29,4.38
2.26,4.36
2.26,4.24
2.24,4.19
2.19,4.13
2.06,4.06
2.01,3.98
1.97,4.01
2.02,4
2.04,3.98
2,3.81
1.98,3.84
2.06,3.94
1.99,3.95
1.96,3.88
1.98,3.71
1.93,3.69
1.95,3.62
1.98,3.76
1.94,3.66
1.87,3.71
1.86,3.69
1.57,3.89
1.9,3.4
1.81,3.36
1.83,3.3
1.74,3.39
