1.57,3.48
1.59,3.32
1.82,2.98
1.8,2.99
1.76,2.94
1.74,3.08
1.67,3.07
1.6,3.06
1.66,3.06
1.6,3.17
1.73,2.97
1.65,2.91
1.45,3.13
1.39,3.16
1.59,2.89
1.69,2.69
1.58,2.73
1.57,2.84
1.62,2.86
1.56,2.62
1.45,2.73
1.45,2.69
1.68,2.51
1.62,2.46
1.75,2.35
1.69,2.41
1.59,2.61
1.74,2.38
1.86,2.32
1.55,2.7
1.43,2.6
1.63,2.4
1.73,2.23
1.8,2.12
1.75,2.14
1.9,2.04
1.66,1.85
1.58,1.82
1.67,1.93
1.74,1.74
1.73,1.83
1.74,1.83
1.67,1.7
1.7,1.63
1.57,1.58
1.71,1.68
1.63,1.37
1.92,1.46
1.71,1.35
1.89,1.33
1.85,1.55
1.73,1.15
1.61,1.04
1.65,1.12
1.72,1.1
1.81,1.26
1.8,1.17
1.75,1.13
1.91,1.13
2.02,1.28
1.97,1.27
1.62,0.39
1.56,0.48
1.82,0.98
1.85,0.98
1.94,1.18
1.75,0.55
1.79,1.06
1.74,0.54
1.7,0.73
1.91,0.84
1.85,0.93
1.84,0.93
1.87,0.89
1.86,0.91
1.85,0.97
1.9,0.88
1.86,0.98
1.84,0.97
1.86,0.95
1.8,0.92
1.81,0.94
1.82,0.94
1.85,1
1.9,0.9
1.58,0.19
1.7,0.5
1.56,0.16
1.81,0.86
1.82,0.83
1.95,0.85
1.82,0.93
1.93,0.98
1.73,1.11
1.81,0.8
1.76,1.07
1.54,0.41
1.57,0.82
1.65,0.7
1.63,0.79
1.76,0.88
1.6,0.86
1.51,0.83
1.68,0.8
1.61,0.7
1.5,0.64
1.56,0.49
1.54,0.92
1.53,0.79
1.59,0.63
1.39,0.45
1.44,0.42
1.49,0.27
1.26,-0.26
1.68,0.68
1.61,0.52
1.65,0.67
1.56,0.58
1.59,0.53
1.64,0.64
1.62,0.55
1.66,0.56
1.62,0.58
1.55,0.54
1.59,0.61
1.65,0.52
1.69,0.58
1.64,0.54
1.67,0.56
1.79,0.49
1.69,0.6
1.7,0.59
1.8,0.61
1.84,0.53
1.55,-0.04
1.87,0.52
1.86,0.59
2.03,0.75
2.08,0.89
1.86,0.6
1.81,0.58
1.64,0.59
1.54,0.2
1.53,0.44
